"REF_DATE","GEO","DGUID","Principal statistics","Seasonal adjustment","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-04","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","70777968","","","","0"
"2016-05","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","70824188","","","","0"
"2016-06","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","69930551","","","","0"
"2016-07","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","71077227","","","","0"
"2016-08","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","70890755","","","","0"
"2016-09","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","70623551","","","","0"
"2016-10","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","71131474","","","","0"
"2016-11","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","71211086","","","","0"
"2016-12","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Unadjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v802764","1.7.1.1","69384683","","","","0"
"2016-01","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","71771427","","","","0"
"2016-02","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","70952685","","","","0"
"2016-03","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","70352472","","","","0"
"2016-04","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","69863462","","","","0"
"2016-05","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","70138560","","","","0"
"2016-06","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","70223444","","","","0"
"2016-07","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","71203423","","","","0"
"2016-08","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","70934225","","","","0"
"2016-09","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","71211285","","","","0"
"2016-10","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","71522081","","","","0"
"2016-11","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","71289661","","","","0"
"2016-12","Canada","2016A000011124","Total inventory, estimated values of total inventory at end of the month","Seasonally adjusted","Manufacturing [31-33]","Dollars","81","thousands","3","v803227","1.7.2.1","71080994","","","","0"
"2016-01","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.50","","","","2"
"2016-02","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.51","","","","2"
"2016-03","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.36","","","","2"
"2016-04","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.43","","","","2"
"2016-05","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.36","","","","2"
"2016-06","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.30","","","","2"
"2016-07","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.50","","","","2"
"2016-08","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.33","","","","2"
"2016-09","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.32","","","","2"
"2016-10","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.37","","","","2"
"2016-11","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.32","","","","2"
"2016-12","Canada","2016A000011124","Ratio of total inventory to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803265","1.8.1.1","1.36","","","","2"
"2016-01","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.37","","","","2"
"2016-02","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.42","","","","2"
"2016-03","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.42","","","","2"
"2016-04","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.39","","","","2"
"2016-05","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.41","","","","2"
"2016-06","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.39","","","","2"
"2016-07","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.40","","","","2"
"2016-08","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.38","","","","2"
"2016-09","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.38","","","","2"
"2016-10","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.39","","","","2"
"2016-11","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.37","","","","2"
"2016-12","Canada","2016A000011124","Ratio of total inventory to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803313","1.8.2.1","1.33","","","","2"
"2016-01","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.48","","","","2"
"2016-02","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.49","","","","2"
"2016-03","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.44","","","","2"
"2016-04","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.47","","","","2"
"2016-05","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.44","","","","2"
"2016-06","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.43","","","","2"
"2016-07","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.49","","","","2"
"2016-08","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.44","","","","2"
"2016-09","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.43","","","","2"
"2016-10","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.46","","","","2"
"2016-11","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.44","","","","2"
"2016-12","Canada","2016A000011124","Ratio of finished goods to sales","Unadjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803289","1.9.1.1","0.46","","","","2"
"2016-01","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.44","","","","2"
"2016-02","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2016-03","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2016-04","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.45","","","","2"
"2016-05","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.45","","","","2"
"2016-06","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.45","","","","2"
"2016-07","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2016-08","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2016-09","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2016-10","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.47","","","","2"
"2016-11","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.46","","","","2"
"2016-12","Canada","2016A000011124","Ratio of finished goods to sales","Seasonally adjusted","Manufacturing [31-33]","Ratio","270","units ","0","v803337","1.9.2.1","0.45","","","","2"


