"REF_DATE","GEO","DGUID","Type of currency","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1981-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","99.38696898","","","","8"
"1981-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","100.21149709","","","","8"
"1981-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","100.81579506","","","","8"
"1981-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","100.52691004","","","","8"
"1981-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","101.11650753","","","","8"
"1981-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","100.51799241","","","","8"
"1981-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","101.10806725","","","","8"
"1981-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","101.47227997","","","","8"
"1982-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","101.58379535","","","","8"
"1982-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","101.48301955","","","","8"
"1982-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.60851766","","","","8"
"1982-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.78016266","","","","8"
"1982-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","100.99237917","","","","8"
"1982-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","99.82980669","","","","8"
"1982-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","100.85454414","","","","8"
"1982-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.30459556","","","","8"
"1982-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.32135616","","","","8"
"1982-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.39443967","","","","8"
"1982-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.28007204","","","","8"
"1982-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.31512045","","","","8"
"1983-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.88209517","","","","8"
"1983-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.77814332","","","","8"
"1983-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.34491686","","","","8"
"1983-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.03343096","","","","8"
"1983-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.25942816","","","","8"
"1983-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.04300046","","","","8"
"1983-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.51015820","","","","8"
"1983-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","109.42510162","","","","8"
"1983-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","109.49845118","","","","8"
"1983-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.67132273","","","","8"
"1983-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","109.13862571","","","","8"
"1983-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.91903557","","","","8"
"1984-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","109.28845245","","","","8"
"1984-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.54099324","","","","8"
"1984-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.39882055","","","","8"
"1984-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.09936371","","","","8"
"1984-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.31243034","","","","8"
"1984-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","104.68091884","","","","8"
"1984-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","104.56683171","","","","8"
"1984-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.47206583","","","","8"
"1984-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.96379295","","","","8"
"1984-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.13834945","","","","8"
"1984-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.66662802","","","","8"
"1984-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.64302773","","","","8"
"1985-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.37314890","","","","8"
"1985-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.49232260","","","","8"
"1985-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.07315898","","","","8"
"1985-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","104.52275677","","","","8"
"1985-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.94445988","","","","8"
"1985-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","104.36435746","","","","8"
"1985-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","104.23924175","","","","8"
"1985-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.92892107","","","","8"
"1985-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.51228976","","","","8"
"1985-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","100.25108238","","","","8"
"1985-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","98.80442965","","","","8"
"1985-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","96.18909409","","","","8"
"1986-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","95.00677812","","","","8"
"1986-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","93.54815075","","","","8"
"1986-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","92.95532001","","","","8"
"1986-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","93.78194142","","","","8"
"1986-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","93.81285845","","","","8"
"1986-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","93.10330860","","","","8"
"1986-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","92.59094139","","","","8"
"1986-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","91.31525453","","","","8"
"1986-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","91.51506491","","","","8"
"1986-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","91.52014643","","","","8"
"1986-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","92.44934130","","","","8"
"1986-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","92.61467544","","","","8"
"1987-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","92.23994690","","","","8"
"1987-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","93.77302115","","","","8"
"1987-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","94.73278283","","","","8"
"1987-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","93.83726311","","","","8"
"1987-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","91.91031493","","","","8"
"1987-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","92.86117697","","","","8"
"1987-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","94.61499800","","","","8"
"1987-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","94.59029658","","","","8"
"1987-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","94.53921703","","","","8"
"1987-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","94.92747947","","","","8"
"1987-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","92.48881068","","","","8"
"1987-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","92.01073326","","","","8"
"1988-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","94.10729229","","","","8"
"1988-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","96.15038564","","","","8"
"1988-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","97.02507758","","","","8"
"1988-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","97.69540002","","","","8"
"1988-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","97.76570109","","","","8"
"1988-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","100.48197955","","","","8"
"1988-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.96079232","","","","8"
"1988-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.15723932","","","","8"
"1988-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","101.79113118","","","","8"
"1988-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.36340860","","","","8"
"1988-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","99.77116538","","","","8"
"1988-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","101.57741213","","","","8"
"1989-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.20609488","","","","8"
"1989-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.85589621","","","","8"
"1989-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.85393215","","","","8"
"1989-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","104.57655889","","","","8"
"1989-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.76064529","","","","8"
"1989-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.40281500","","","","8"
"1989-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.78777654","","","","8"
"1989-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.55230672","","","","8"
"1989-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.61591258","","","","8"
"1989-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.20031513","","","","8"
"1989-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.49017486","","","","8"
"1989-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.29239019","","","","8"
"1990-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.94163744","","","","8"
"1990-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.45011120","","","","8"
"1990-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.10814053","","","","8"
"1990-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.75849855","","","","8"
"1990-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.01150931","","","","8"
"1990-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.38257200","","","","8"
"1990-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.58497197","","","","8"
"1990-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.55823000","","","","8"
"1990-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","104.62330806","","","","8"
"1990-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.89618360","","","","8"
"1990-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.00757362","","","","8"
"1990-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.13664127","","","","8"
"1991-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.54541699","","","","8"
"1991-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.93303991","","","","8"
"1991-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.40411957","","","","8"
"1991-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","106.93895684","","","","8"
"1991-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.66195869","","","","8"
"1991-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","109.37745977","","","","8"
"1991-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.79938071","","","","8"
"1991-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.50648998","","","","8"
"1991-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.39235077","","","","8"
"1991-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","108.86350160","","","","8"
"1991-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","107.64743526","","","","8"
"1991-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","105.07185682","","","","8"
"1992-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","104.12724333","","","","8"
"1992-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.65174966","","","","8"
"1992-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","102.96513012","","","","8"
"1992-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","103.28169420","","","","8"
"1992-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","101.54817683","","","","8"
"1992-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","100.79615562","","","","8"
"1992-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","99.89506280","","","","8"
"1992-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","99.45764788","","","","8"
"1992-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","97.03837990","","","","8"
"1992-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","96.17093757","","","","8"
"1992-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","96.22569127","","","","8"
"1992-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","95.95814271","","","","8"
"1993-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","96.15397058","","","","8"
"1993-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","97.70454522","","","","8"
"1993-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","98.38345109","","","","8"
"1993-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","95.91789333","","","","8"
"1993-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","95.10730253","","","","8"
"1993-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","94.77661526","","","","8"
"1993-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","95.43900890","","","","8"
"1993-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","93.20071252","","","","8"
"1993-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","91.59962871","","","","8"
"1993-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","91.72956393","","","","8"
"1993-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","93.10995079","","","","8"
"1993-12","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","92.38559767","","","","8"
"1994-01","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","93.73847563","","","","8"
"1994-02","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","91.39368764","","","","8"
"1994-03","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","89.47776588","","","","8"
"1994-04","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","88.16777243","","","","8"
"1994-05","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","87.83459427","","","","8"
"1994-06","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","87.24681467","","","","8"
"1994-07","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","86.28153023","","","","8"
"1994-08","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","86.74495403","","","","8"
"1994-09","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","87.87052848","","","","8"
"1994-10","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","87.73041795","","","","8"
"1994-11","Canada","2016A000011124","Canadian-Dollar Effective Exchange Rate Index (CERI), monthly average","Index, 1992=100","173","units ","0","v111666277","1.27","87.03705618","","","","8"
